,Unnamed: 0.1,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,tweets_id,activity_level_frequency,activity_level,user_char
87,87,87,83354357,Carla Hebling,carlahebling,https://t.co/prRdCuzntG,2009-10-18 12:29:26+00:00,402,782,['3646911'],[43],"['https://t.co/VNIpuQMcqE', 'https://t.co/Db4Ckha9ql', 'https://t.co/ZpwUXPZJvF', '@Hiketeia_Amazon Acho que sai como +16 mesmo. E nem vão cortar coisas do filme, o filme só tem 1h45 min.', '@loucifreud @LuanaSa__ Senti muito influência de Doctor Who e não se leva tãão a serio, acho que por isso gostei tanto. :)']","[692131406961582082, 692131287168126976, 692131218721259521, 692095417874542592, 692095278896267265]","[5, 1, 20, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 4, 3, 9, 12, 28, 8, 8, 18]","['active', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy']","Carla Hebling, known as carlahebling on Twitter, is a long-standing member since 2009 with a modest following. She appears to be an engaging personality, sharing various links and participating in conversations about movies and TV shows. Carla shows a light-hearted and positive attitude in her interactions, often expressing enjoyment for sci-fi related content, particularly Doctor Who."
88,88,88,151852622,Fardilan Falderama,fardilan,"| Belakangan mudah laper, tapi nggak baper. |",2010-06-04 12:13:20+00:00,337,1076,"['3769927519', '1001524393', '3646911']","[45, 16, 43]","['👍 https://t.co/6KNhNwPHML', 'Bhay Guaro https://t.co/JM7zPa5uRz', '👍 https://t.co/w3TpP1ABLs', 'Jiye.... https://t.co/TCv9clpQQW', 'Kalo bisa disiarin telepisi nasional sekalian https://t.co/ZN5ebEngQC']","[692388624432762882, 692387956217225216, 692193459634044929, 692192983295381505, 692187220611067904]","[5, 5, 16, 30, 10, 3, 1, 13, 16, 12, 32, 13, 15, 22, 16, 12, 33, 17, 6, 7, 0, 0, 0, 0]","['active', 'active', 'busy', 'active', 'busy', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy', 'normal', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line']","Character Description:
Name: Fardilan Falderama
Username: fardilan
Description: Fardilan is someone who has a witty sense of humor and a laid-back attitude. He enjoys sharing interesting content and is known for his casual tweeting style. Despite having more following than followers, Fardilan's unique perspective and occasional food-related tweets have garnered him a loyal audience on Twitter. His account, created in 2010, reflects his longevity and experience on the platform."
89,89,89,133258042,🤖 Sean 👾,sean_boi,📖 📚 🎮❓,2010-04-15 12:03:00+00:00,207,738,"['1001524393', '3646911']","[16, 43]","[""The theme music from The Flash is too epic! Don't know how it's movie counterpart will top it! ⚡"", '#batman #superman #WhoWillWin https://t.co/gNIw0tCP98', '@thesteveorlando aye write 😉', '#WhoWillWin #superman https://t.co/7eDy6QVr6O', '💀 💩 L has been booked!']","[692137476933165057, 691783471451217929, 691778079107235845, 691771202621313024, 691680214871576576]","[6, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 4, 2, 6, 1, 2, 3, 4, 1, 2, 5, 3, 2, 6]","['busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'off_line', 'busy']","🤖 Sean 👾 is a lifelong learner and a gaming enthusiast who enjoys diving into the worlds of books, games, and pondering thought-provoking questions. With an account created in 2010, Sean has accumulated a following with his engaging tweets about superhero movies and interacting with fellow fans. Sean's Twitter presence reflects a blend of excitement for pop culture and a friendly, approachable demeanor."
90,90,90,752472211,lost cosmonauts 🇵🇸,kzapdx,para la nación 🇩🇴❤️‍🔥,2012-08-12 04:38:04+00:00,33781,690,[],[],[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"lost cosmonauts 🇵🇸, also known as kzapdx, is a passionate individual with a deep connection to their roots, as indicated by their description ""para la nación 🇩🇴❤️‍🔥"". With a significant following on Twitter, this user likely engages in meaningful discussions, shares insights about their heritage, and advocates for important causes. Their long-standing presence on the platform since 2012 suggests a commitment to community building and fostering connections."
91,91,91,2472522037,H Cavill Clubhouse,CavillClubhouse,"#HenryCavill fan page🎬🎧🏉🐾💪🙏
Ambassador #DurrellWildlife #no1botanicals  #RoyalMarinesCharity
Chief Creative Director #MuscleTech
❤#helpforheroes #WWFUK",2014-05-01 13:32:33+00:00,1420,1963,"['191940361', '2765062486', '2281664328', '1558077944', '3646911', '1332881322', '1001524393', '2853621940', '592815294']","[9, 2, 127, 74, 43, 73, 16, 115, 75]","['@henrycavill all the very best 👍👍👍 from the team 😊🎶🎵🎶🏃🎧', '#HenryCavill  is raffling His FIRST CAR have a listen! fantastic prize ... WHOOPI!!!! exciting stuff! ... https://t.co/Fysz2M0TsI', 'https://t.co/d31bMRZtYf Goo Goo Dolls ~ Iris ~ Beautiful Song for a truly beautiful man ..... https://t.co/nZ93vY0Xxy', 'https://t.co/d31bMRZtYf ~ Goo Goo Dolls ~ Iris .. Beautiful Song ... especially for this man!... https://t.co/jDx3hSS1y9', 'https://t.co/BZifwnncMv']","[692471407876411392, 692339764490543104, 692265479747026945, 692262779819008000, 692232969789018113]","[8, 14, 15, 5, 8, 0, 4, 2, 4, 0, 0, 2, 4, 2, 2, 2, 1, 2, 0, 10, 3, 5, 2, 8]","['busy', 'busy', 'busy', 'active', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'active', 'off_line', 'busy']","H Cavill Clubhouse, also known as CavillClubhouse, is a dedicated fan of #HenryCavill who also serves as an ambassador for causes close to their heart such as #DurrellWildlife and #no1botanicals. With a background in creative direction at #MuscleTech, they are passionate about supporting charitable organizations like #helpforheroes and #WWFUK. Active on Twitter since 2014, they engage with followers through positive messages, event updates, and sharing music that reflects their admiration for Henry Cavill. Their Twitter feed is a mix of fan support, charitable initiatives, and creative expressions.
"
92,92,92,632173421,🐶Jojo #TeamBatman,SunflowerJD,I'm a Latina Vigilante Superhero by night (I may or may not be The Batman.) x Moviegoer when I'm not saving the world =•.•=(SEND DOG PICS♡) xx,2012-07-10 17:50:30+00:00,1776,484,"['26995107', '2897285323', '1167115776', '2281664328', '393664969', '20295588', '2797529315', '120447963', '364651031', '233746010', '51567066']","[104, 52, 108, 127, 41, 48, 19, 82, 106, 120, 40]","['@DrJekyill 😮😮😮 I feel terrible for laughing 😂😂😂😂😂', '@heterostraight Lol someone said basically the same to me last night 😂', '@theonetruecarl @funnynicole17 haha oh Carl', '@PooheadAlb took me a second to realize what this was 😂😂', '@Mysterious_1050 😂😂']","[692497298161569794, 692475258083885058, 692437409397493761, 692367352101351424, 692366662473912321]","[41, 74, 47, 88, 59, 53, 87, 73, 93, 90, 76, 73, 68, 3, 4, 34, 32, 47, 19, 44, 48, 82, 93, 112]","['normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'active', 'active', 'normal', 'normal', 'normal', 'off_line', 'off_line', 'normal', 'normal', 'normal', 'busy', 'normal', 'normal', 'normal', 'active', 'active']","🐶Jojo #TeamBatman, aka SunflowerJD, is a witty and humorous Latina Vigilante Superhero by night, possibly double as The Batman. With a knack for making people laugh online, she balances her crime-fighting duties with a love for movies. Her Twitter feed reflects a lighthearted and engaging persona, often interacting with others through humor and playful banter. Drawing followers with her charm and energy, she's a trendsetter in her own right, spreading joy and laughter across social media platforms."
93,93,93,170859198,Chris,Footballchris8,,2010-07-25 23:37:59+00:00,63,141,"['2765062486', '3769927519']","[2, 45]","['@ZackSnyder #batman', '@JaeRoar Its ridiculous and sad. I got your back back jae.', '@JaeRoar There are people who get depressed due to serious shit in their lives and he is depressed because of a fight you and he had???']","[691353730042695680, 688721850151645184, 688721265704742912]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Chris, also known as Footballchris8, is a long-time Twitter user with a passion for discussing topics related to superheroes like Batman. With a supportive and loyal nature, Chris engages with others online to show solidarity and empathy. Despite having more following than followers, Chris actively participates in conversations and provides encouragement to peers in need. Overall, Chris comes across as a caring and empathetic individual on Twitter."
94,94,94,352604449,Liliana Gomez,LiliAndreaG,Argentina🇦🇷 Amo a #JayRyan 😍  #IbrahimÇelikkol #SerenaySarıkaya #ArasBulutIynemli #EnginAkyürek #BurakÖzçivit #BuğraGülsoy #ÇagatayUlusoy #GustavoCerati,2011-08-10 21:13:11+00:00,488,503,['592815294'],[75],"['@CanalFox_la Excelentes capítulos!!👏👏 La historia bien contada.No perdió la esencia.La dupla genial! #XFilesEnFOX', '@mariajose062 🙋😍💋🌹a Sandry también la quiero💖 @maromcor88 @roberjul @Aryanthafic @paphyro @Mer08692375 @1609lola @AnnaPoves @merg48 #BATB', '@mariajose062 @maromcor88 @roberjul @Aryanthafic @paphyro @Mer08692375 @1609lola @AnnaPoves @merg48 😂😍 Bellas las tres😍👏👏 Las quiero!💋 #BATB', '@HitowerMusic Muchas gracias😍 por todo su maravilloso trabajo y cariño😍 Los queremos mucho💓 #BATBForever', '@Juancho_1972 Si!!! no tienen cara me dijeron en breve estaremos restableciendo el servicio y recién ahora volvió,después de 15 hs!!!!']","[691836468323598336, 691358939368312833, 691308267847446528, 690380201948286976, 689476559116374016]","[0, 4, 3, 2, 4, 1, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 1, 6, 0, 1, 4, 3, 1, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Liliana Gomez, known as LiliAndreaG on Twitter, is an avid fan of TV shows and actors, particularly #JayRyan, #IbrahimÇelikkol, and others. With a diverse taste in entertainment, she engages with fellow fans, expressing appreciation and connecting warmly with them. Liliana's dedicated presence on Twitter since 2011 reflects her passion for entertainment and forming online friendships within the community."
95,95,95,1066953043,HBZa SwRamen 🍜,sw_ramen,2 x Warzone WORLD record holder | WZ player for @HighBorn_GG,2013-01-06 23:10:43+00:00,237,484,['3646911'],[43],['Star Wars marathon done 👐 now Harry Potter 🤘'],[691878047142821888],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","HBZa SwRamen 🍜, known as sw_ramen, is a seasoned Warzone player holding two world records. Their dedication to gaming is evident through their affiliation with @HighBorn_GG. With a love for epic movie marathons, like Star Wars and Harry Potter, they likely enjoy immersive experiences and have a keen eye for strategy and detail. Despite a modest following on Twitter, their focus on gaming excellence shines through in their posts."
96,96,96,1527162854,putri nur dahliah,aphidianruthlur,"i like films, cats, trees, sci-fi n pie",2013-06-18 08:31:25+00:00,502,357,"['3646911', '3769927519']","[43, 45]","['I finally saw BEASTS OF NO NATION and damn that film moved me', 'why dc vs marvel when you can dc AND marvel', 'cerita apa ini malam yeee', '@hnanihnn same', ""Good nite i'll see u in my dreams @GalGadot, @BenAffleck, @ henry""]","[692373043885248512, 692371548154400768, 691980694688370689, 691665325402648576, 691665223061602304]","[1, 1, 8, 35, 12, 6, 15, 14, 14, 16, 28, 52, 23, 38, 12, 34, 16, 9, 0, 0, 0, 0, 1, 1]","['off_line', 'off_line', 'busy', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'normal', 'busy', 'normal', 'busy', 'normal', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Putri Nur Dahliah, known on Twitter as @aphidianruthlur, is a film enthusiast with a love for cats, trees, sci-fi, and pie. Since joining in 2013, their tweets reflect a mix of thoughtful film critiques, musings on the DC vs Marvel debate, and dreamy interactions with favorite actors like Gal Gadot and Ben Affleck. With over 500 followers and a penchant for engaging with others on the platform, Putri showcases a curious and friendly personality online."
97,97,97,341327554,laura ✨,lausfilmcorner,"take your broken heart, make it into art",2011-07-24 05:46:03+00:00,10316,549,['183768366'],[81],[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Laura ✨, known as lausfilmcorner, is a creative soul who turns heartbreak into art. With over 10k followers, she likely shares her artistic works or inspirations on Twitter. Despite a relatively low following count, her impact can be seen through her numerous followers. Laura's Twitter presence reflects someone passionate about creativity and healing through self-expression."
98,98,98,516924058,MILKY WAY GHETTO🌌🪐,mythos1014,"FAN ACCOUNT!!! HI, I'M ALLY, multi-fandom, multicrushes, Astrology lover♎🌞♒⬆♒🌙. she/her😊💙",2012-03-06 21:48:20+00:00,1918,3249,"['3646911', '2765062486', '2259800258', '3769927519', '592815294', '2281664328', '507277863']","[43, 2, 46, 45, 75, 127, 35]","['@IMDb #HappyBirthdayRosamundPike !!!😃💙💙💙🎁🎁🎂🎂🎈🎈🎉🎉', '@DailyTrueFact I still dont feel old after knowing that hehehehehehehehehehehee😄💙🐙🐝', '@violetspike AMEN😄😃💙💙💙🐙🐝', '#EvansChess @shawnah_hicks @TheWife101 @erinkaytor @Emmy415 @violetspike @tammylm71 @TSFRCE @a_sourgirl https://t.co/JXh8mbcKVv', ""@CHRISPYEVANS Oh ok, you're welcome😊💙🐙🐝""]","[692469863307218946, 692436105484967936, 692402820474081280, 692402332387119104, 692397589417869312]","[9, 29, 40, 43, 114, 19, 15, 23, 25, 24, 30, 27, 33, 28, 25, 40, 51, 62, 31, 28, 24, 19, 9, 13]","['busy', 'busy', 'normal', 'normal', 'active', 'busy', 'busy', 'busy', 'busy', 'busy', 'active', 'busy', 'normal', 'busy', 'busy', 'normal', 'normal', 'normal', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy']","Character Description:
Ally, known online as MILKY WAY GHETTO🌌🪐 or mythos1014, is a vibrant and enthusiastic multi-fandom fan with a deep love for astrology. With a friendly and upbeat personality, she engages in active interactions on Twitter, sharing birthday wishes, fun facts, words of agreement, and engaging in fan interactions. With a considerable number of followers and accounts she follows, Ally's presence on social media reflects her diverse interests and her welcoming nature towards engaging with others in various communities."
99,99,99,341216486,mello 🍉,nicole__mello,"they/them • 28 • queer • writer • creator • historian • showmeahero on ao3 • lover of horror movies, weird books, & yacht rock • #freepalestine 🇵🇸",2011-07-24 00:45:03+00:00,3053,975,['3646911'],[43],[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"mello 🍉 is a 28-year-old queer writer and historian who loves horror movies, weird books, and yacht rock. They are a creator with a presence on AO3 and advocate for social justice, particularly #freepalestine. With a sizeable following on Twitter, mello engages with a diverse range of topics and likely shares their passion for storytelling and advocating for marginalized communities on the platform."
100,100,100,405535326,Undesirable No.1,idris_sidd,"So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you Home.

Instagram: idduboy",2011-11-05 13:04:39+00:00,227,137,['26995107'],[104],"['@GameOfThrones \n#HouseLannister', 'Seems like @SuicideSquadWB  is the answer for @Guardians', '""Always.""', '@R9acm @TheEngancheRole Strategical worries i would play isco over james as it brings better balance to the midfield', '@R9acm @TheEngancheRole Freedom he needs to flourish because of BBC cause this season those 3 have more freedom upfront &amp; less tactical']","[690596282591645696, 690594375361900544, 687626644270350340, 684531964745928705, 684531566924533761]","[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Undesirable No.1, also known as idris_sidd, is a devoted fan of Hogwarts, expressing a deep connection to the magical world through their social media presence. With a mix of references to renowned fantasy series and strategic sports discussions, they showcase a diverse range of interests. Despite their relatively humble following, their engagement with various topics reveals a thoughtful and analytical side, especially when dissecting sports tactics. Overall, Undesirable No.1 appears to be a multi-faceted individual with a strong sense of loyalty and passion for their favorite worlds."
